KEY,FREQ,REF_AREA,ADJUSTMENT,ICP_ITEM,STS_INSTITUTION,ICP_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DATA_COMP,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2003-05,84.85,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2003-06,84.93,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2003-07,84.72,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2003-08,84.84,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2003-09,85.11,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2003-10,85.29,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2003-11,85.32,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2003-12,85.7,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2004-01,85.13,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2004-02,85.44,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2004-03,85.88,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2004-04,86.31,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
ICP.M.U2.N.XEF000.4.INX,M,U2,N,XEF000,4,INX,2004-05,86.39,A,F,,,P1M,,A,,000000 - ERGY00 - FOOD00,,ICPT.M.VAL.HICP.INDEX.EA.TOT_X_NRG_FOOD.M,,,,2015 = 100,,,2,,HICP - All-items excluding energy and food,"Euro area (changing composition) - HICP - All-items excluding energy and food, Index, Eurostat, Neither seasonally nor working day adjusted",PURE_NUMB,0
