survey,variable,label,n,mean_pit,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9,decile_10,share_extreme_deciles
ecb,hicp,ECB HICP,575,0.5681800957632298,15.826086956521738,4.173913043478261,6.086956521739131,4.869565217391305,8.869565217391305,7.304347826086956,9.217391304347826,12.521739130434783,10.26086956521739,20.869565217391305,36.69565217391305
ecb,hicpx,ECB core HICP,176,0.5847786810962327,5.681818181818182,11.931818181818182,10.227272727272727,5.681818181818182,8.522727272727273,5.681818181818182,13.636363636363637,5.113636363636363,5.681818181818182,27.84090909090909,33.52272727272727
ecb,rgdp,ECB real GDP,579,0.5090901187349665,24.352331606217618,4.490500863557858,5.872193436960276,5.699481865284974,6.390328151986183,6.563039723661485,8.981001727115716,6.90846286701209,8.635578583765112,22.107081174438687,46.45941278065631
ecb,unemp,ECB unemployment,574,0.5126889573093859,11.846689895470384,13.240418118466899,9.75609756097561,10.104529616724738,9.930313588850174,3.658536585365854,5.052264808362369,5.052264808362369,10.278745644599303,21.0801393728223,32.92682926829268
us,PRCCPI,US core CPI,140,0.5583348031809476,1.4285714285714286,9.285714285714286,7.857142857142857,11.428571428571429,10.714285714285714,15.0,15.714285714285714,9.285714285714286,7.142857142857143,12.142857142857142,13.571428571428571
us,PRCPCE,US core PCE,148,0.4923569611948104,4.054054054054054,15.54054054054054,10.81081081081081,14.18918918918919,7.4324324324324325,13.513513513513514,8.108108108108109,8.783783783783784,6.081081081081081,11.486486486486486,15.54054054054054
us,PRGDP,US real GDP,382,0.5477686344413015,7.329842931937173,6.544502617801047,10.99476439790576,6.020942408376963,9.947643979057592,12.303664921465968,15.44502617801047,10.209424083769633,7.591623036649215,13.612565445026178,20.94240837696335
us,PRPGDP,US GDP prices,268,0.4684916762172972,6.343283582089552,14.925373134328359,12.313432835820896,8.582089552238806,12.313432835820896,13.059701492537313,11.940298507462687,8.955223880597014,5.597014925373134,5.970149253731344,12.313432835820896
us,PRUNEMP,US unemployment,228,0.35467596207571045,22.36842105263158,10.526315789473685,11.403508771929825,17.54385964912281,14.473684210526315,9.210526315789474,3.0701754385964914,1.7543859649122806,2.6315789473684212,7.017543859649122,29.385964912280702
