survey,variable,label,n_rounds,decile_10,decile_20,decile_30,decile_40,decile_50,decile_60,decile_70,decile_80,decile_90,median,share_at_or_below_20,median_total_over_disagreement
ecb,hicp,ECB HICP,633,6.869479984541953,8.752346909629408,10.221975164980362,11.938046398724177,13.5660030922684,15.487082134859214,18.70300730486754,23.433926569525926,29.41884356877323,13.5660030922684,73.30173775671406,2.715026320355568
ecb,hicpx,ECB core HICP,234,6.516921892911456,8.008776172620108,9.719466454064564,11.580450629536205,14.283028095516356,16.385705263370593,19.39235799902741,25.92819485893499,37.29989993257336,14.283028095516356,70.08547008547008,2.646022490940332
ecb,rgdp,ECB real GDP,633,7.858743004867522,9.687989623919304,11.490100551734477,13.159872230212159,14.93714224332448,16.966897649024073,20.578794451342617,24.444037087527597,31.91182138599484,14.93714224332448,69.19431279620854,2.587415894210965
ecb,unemp,ECB unemployment,633,10.567267516713162,14.939587251081592,18.618298778794,22.03106312222591,25.3086807770114,28.810801885407898,33.931586876360036,40.08280982676706,48.37641239000057,25.3086807770114,34.4391785150079,1.9877659455856334
us,PRCCPI,US core CPI,158,16.91473055045697,19.366817206605226,22.644344368248042,26.591074214526337,30.354362653069792,34.768496435071505,41.208522551560016,47.31841866466845,53.82374176586651,30.354362653069792,24.68354430379747,1.8150736230776272
us,PRCPCE,US core PCE,158,18.09723895130961,21.192902271890254,24.665227147765215,26.815552627427024,30.014049016139367,33.63288366966849,36.46625829173918,40.28847553482677,48.67357304155618,30.014049016139367,15.18987341772152,1.8253745286632268
us,PRGDP,US real GDP,418,8.28909302015371,10.358830422429959,12.1957861071253,13.81011161720451,15.474296359272815,17.055026185645204,19.351923044525112,21.672650451629618,27.44765739931412,15.474296359272815,73.44497607655502,2.542118501776547
us,PRPGDP,US GDP prices,278,15.32159440742297,17.37618503998543,20.444995011875477,22.397834873143857,24.47793331507546,26.79533201294856,29.84639355422231,34.840136592330836,43.36212292367445,24.47793331507546,28.41726618705036,2.0212386104486053
us,PRUNEMP,US unemployment,280,13.214533047952676,15.97552775685017,18.20706681161745,20.704775348001476,23.27784855214486,25.832262301147136,29.270213742249464,33.608933013505215,40.11114391607618,23.27784855214486,38.21428571428571,2.072665163161637
